A0A183	IPI00807623
Q9BZA8	IPI00018320
Q9BZA8	IPI00104649
Q9BZA8	IPI00218387
Q9BZA8	IPI00745536
Q9BZB8	IPI00097510
Q9BZB8	IPI00789449
Q9BZB8	IPI00816564
Q9BZB8	IPI01012387
Q9BZC1	IPI00024603
Q9BZC1	IPI00384535
Q9BZC1	IPI00853216
Q9BZC1	IPI00853277
Q9BZC1	IPI00853444
Q9BZC7	IPI00307592
Q9BZC7	IPI00937612
Q9BZC7	IPI01009012
Q9BZD2	IPI00412269
Q9BZD2	IPI00930378
Q9BZD3	IPI00879306
Q9BZD4	IPI00305887
Q9BZD6	IPI00031663
Q9BZD7	IPI00288993
Q9BZE0	IPI00000274
Q9BZE1	IPI00162330
Q9BZE2	IPI00306260
Q9BZE3	IPI00024060
Q9BZE4	IPI00385042
Q9BZE7	IPI00289014
Q9BZE9	IPI00065276
Q9BZE9	IPI00332071
Q9BZE9	IPI00385430
Q9BZE9	IPI00787285
Q9BZF1	IPI00163644
Q9BZF1	IPI00394737
Q9BZF1	IPI01009034
Q9BZF2	IPI00001575
Q9BZF3	IPI00167804
Q9BZF3	IPI00220568
Q9BZF3	IPI00385134
Q9BZF3	IPI00789184
Q9BZF3	IPI00908339
Q9BZF9	IPI00173359
Q9BZF9	IPI00513788
Q9BZG1	IPI00328180
Q9BZG1	IPI00410673
Q9BZG1	IPI00908406
Q9BZG2	IPI00001603
Q9BZG2	IPI00011500
Q9BZG2	IPI00289055
Q9BZG8	IPI00718991
Q9BZG8	IPI00868806
Q9BZG8	IPI00868847
Q9BZG9	IPI00289058
Q9BZH6	IPI00412224
Q9BZI1	IPI00395326
Q9BZI7	IPI00023409
Q9BZI7	IPI00074183
Q9BZJ0	IPI00177437
Q9BZJ0	IPI00219317
Q9BZJ0	IPI00219318
Q9BZJ0	IPI00219320
Q9BZJ0	IPI01011870
Q9BZJ3	IPI00376200
Q9BZJ3	IPI00419573
Q9BZJ4	IPI00019477
Q9BZJ4	IPI00743132
Q9BZJ6	IPI00043553
Q9BZJ7	IPI00289120
Q9BZJ8	IPI00140250
Q9BZK3	IPI00012479
Q9BZK7	IPI00002922
Q9BZK8	IPI00382417
Q9BZL1	IPI00013241
Q9BZL3	IPI00001719
Q9BZL4	IPI00014340
Q9BZL4	IPI00443045
Q9BZL4	IPI00879023
Q9BZL4	IPI00879187
Q9BZL6	IPI00009334
Q9BZL6	IPI00941257
Q9BZM1	IPI00017095
Q9BZM2	IPI00010184
Q9BZM2	IPI00930096
Q9BZM3	IPI00001737
Q9BZM4	IPI00001602
Q9BZM5	IPI00018860
Q9BZM6	IPI00018861
Q9BZP3	IPI00289169
Q9BZP3	IPI00889719
Q9BZP3	IPI00889778
Q9BZP6	IPI00033102
Q9BZP6	IPI00374037
Q9BZP6	IPI00374038
Q9BZQ2	IPI00008493
Q9BZQ2	IPI00843907
Q9BZQ2	IPI00844018
Q9BZQ2	IPI00844048
Q9BZQ4	IPI00102878
Q9BZQ4	IPI00289183
Q9BZQ6	IPI00009410
Q9BZQ8	IPI00328350
Q9BZR6	IPI00289204
Q9BZR8	IPI00006162
Q9BZR8	IPI00032174
Q9BZR8	IPI00045049
Q9BZR9	IPI00289207
Q9BZS1	IPI00328094
Q9BZS1	IPI00604500
Q9BZS1	IPI00644203
Q9BZS1	IPI00923585
Q9BZS9	IPI00382460
Q9BZV1	IPI00019276
Q9BZV1	IPI00163100
Q9BZV2	IPI00019278
Q9BZV3	IPI00873766
Q9BZW2	IPI00097548
Q9BZW4	IPI00478358
Q9BZW4	IPI00787386
Q9BZW5	IPI00011109
Q9BZW5	IPI00640472
Q9BZW7	IPI00289301
Q9BZW8	IPI00015548
Q9BZW8	IPI00184175
Q9BZW8	IPI00411526
Q9BZW8	IPI00411528
Q9BZX2	IPI00065671
Q9BZX2	IPI00607810
Q9BZX4	IPI00014258
Q9BZX4	IPI00793555
Q9BZY9	IPI00292397
Q9BZY9	IPI00292398
Q9BZZ2	IPI00011961
Q9BZZ2	IPI00219698
Q9BZZ2	IPI00219699
Q9BZZ5	IPI00554742
Q9BZZ5	IPI00555572
Q9BZZ5	IPI00555743
Q9BZZ5	IPI00748465
Q9BZZ5	IPI00855856
Q9BZZ5	IPI00908668
Q9C000	IPI00004551
Q9C000	IPI00099688
Q9C000	IPI00328123
Q9C000	IPI00335800
Q9C002	IPI00031772
Q9C004	IPI00221316
Q9C004	IPI00895795
Q9C005	IPI00028109
Q9C009	IPI00018738
Q9C010	IPI00032472
Q9C019	IPI00299584
Q9C019	IPI00299585
Q9C026	IPI00026828
Q9C026	IPI00102679
Q9C026	IPI00337362
Q9C029	IPI00001233
Q9C029	IPI00386827
Q9C029	IPI00386829
Q9C029	IPI00394688
Q9C030	IPI00552150
Q9C030	IPI00940053
Q9C035	IPI00394972
Q9C035	IPI00394973
Q9C035	IPI00394974
Q9C035	IPI00394975
Q9C035	IPI00873422
Q9C037	IPI00011551
Q9C037	IPI00030371
Q9C037	IPI00410582
Q9C040	IPI00153011
Q9C056	IPI00028161
Q9C073	IPI00006580
Q9C075	IPI00304458
Q9C086	IPI00929750
Q9C091	IPI00845324
Q9C091	IPI00884897
Q9C091	IPI00885095
Q9C091	IPI00885180
Q9C091	IPI00892696
Q9C093	IPI00065078
Q9C093	IPI00302344
Q9C093	IPI00410082
Q9C093	IPI00472805
Q9C098	IPI00852660
Q9C099	IPI00477245
Q9C099	IPI00893851
Q9C0A0	IPI00216250
Q9C0A0	IPI00644276
Q9C0A1	IPI00007109
Q9C0A1	IPI00926149
Q9C0A6	IPI00741171
Q9C0A6	IPI00742172
Q9C0A6	IPI00879403
Q9C0B0	IPI00028276
Q9C0B1	IPI00028277
Q9C0B1	IPI00845224
Q9C0B1	IPI00845477
Q9C0B1	IPI00945698
Q9C0B2	IPI00640387
Q9C0B2	IPI00748731
Q9C0B2	IPI01012358
Q9C0B5	IPI00216546
Q9C0B5	IPI00328272
Q9C0B6	IPI00514594
Q9C0B6	IPI00718979
Q9C0B7	IPI00034201
Q9C0B9	IPI00337766
Q9C0C2	IPI00304589
Q9C0C2	IPI00847646
Q9C0C4	IPI00073763
Q9C0C6	IPI00412997
Q9C0C7	IPI00106552
Q9C0C7	IPI00177605
Q9C0C7	IPI00398257
Q9C0C7	IPI00855865
Q9C0C7	IPI00877906
Q9C0C9	IPI00783378
Q9C0D0	IPI00028318
Q9C0D0	IPI00748039
Q9C0D2	IPI00400986
Q9C0D2	IPI00413374
Q9C0D2	IPI00887108
Q9C0D2	IPI00887595
Q9C0D3	IPI00155199
Q9C0D3	IPI00867680
Q9C0D4	IPI00304621
Q9C0D5	IPI00173946
Q9C0D5	IPI00885010
Q9C0D6	IPI00434629
Q9C0D7	IPI00981939
Q9C0D9	IPI00028338
Q9C0E2	IPI00028357
Q9C0E4	IPI00180230
Q9C0E4	IPI00383056
Q9C0E4	IPI00737140
Q9C0E8	IPI00028369
Q9C0E8	IPI00784901
Q9C0E8	IPI00785171
Q9C0F0	IPI00853376
Q9C0F0	IPI00885069
Q9C0F0	IPI00885096
Q9C0F1	IPI00304655
Q9C0F1	IPI00877156
Q9C0F3	IPI00028391
Q9C0G0	IPI00043516
Q9C0G0	IPI00302008
Q9C0G0	IPI00869072
Q9C0G6	IPI00166304
Q9C0G6	IPI00884893
Q9C0G6	IPI00884959
Q9C0G6	IPI00884996
Q9C0H2	IPI00749429
Q9C0H2	IPI00876857
Q9C0H2	IPI00877061
Q9C0H5	IPI00455851
Q9C0H5	IPI00747986
Q9C0H6	IPI00028464
Q9C0H6	IPI00219414
Q9C0H9	IPI00384305
Q9C0H9	IPI00396130
Q9C0H9	IPI00479643
Q9C0H9	IPI00964306
Q9C0I1	IPI00061280
Q9C0I1	IPI00301793
Q9C0I1	IPI00448020
Q9C0I3	IPI00553113
Q9C0I3	IPI00902593
Q9C0I4	IPI00028492
Q9C0I9	IPI00028501
Q9C0I9	IPI00297690
Q9C0I9	IPI00384591
Q9C0I9	IPI00646883
Q9C0J1	IPI00479361
Q9C0J1	IPI00792487
Q9C0J8	IPI00106567
Q9C0J8	IPI00385811
Q9C0J8	IPI00432450
Q9C0J9	IPI00006153
Q9C0K0	IPI00009213
Q9C0K0	IPI00009646
Q9C0K1	IPI00034208
Q9C0K1	IPI00877008
Q9C0K1	IPI00913905
Q9C0K3	IPI00946655
Q9C0K3	IPI00947074
Q9C0K7	IPI00032099
Q9C0K7	IPI00657901
Q9C0K7	IPI00658041
Q9C4Z6	IPI00531991
Q9C4Z7	IPI00532793
Q9C500	IPI00529353
Q9C501	IPI00522025
Q9C502	IPI00543790
Q9C505	IPI00527220
Q9C507	IPI00543418
Q9C508	IPI00522222
Q9C509	IPI00542236
Q9C510	IPI00519222
Q9C512	IPI00530024
Q9C512	IPI00656810
Q9C514	IPI00533310
Q9C516	IPI00532573
Q9C518	IPI00521215
Q9C518	IPI00846840
Q9C519	IPI00545471
Q9C521	IPI00545307
Q9C522	IPI00519475
Q9C523	IPI00527027
Q9C525	IPI00526054
Q9C525	IPI00531939
Q9C533	IPI00517727
Q9C534	IPI00529799
Q9C540	IPI00547074
Q9C544	IPI00516826
Q9C545	IPI00535108
Q9C550	IPI00526044
Q9C551	IPI00547293
Q9C552	IPI00523992
Q9C552	IPI00532515
Q9C554	IPI00522713
Q9C557	IPI00540235
Q9C562	IPI00529536
Q9C566	IPI00520185
Q9C578	IPI00532522
Q9C585	IPI00547490
Q9C585	IPI01019477
Q9C587	IPI00543426
Q9C591	IPI00534105
Q9C598	IPI00540814
Q9C598	IPI00969757
Q9C5A4	IPI00541532
Q9C5A9	IPI00517502
Q9C5B9	IPI00537947
Q9C5C0	IPI00517081
Q9C5C2	IPI00525561
Q9C5C2	IPI00535583
Q9C5C4	IPI00528065
Q9C5C5	IPI00525919
Q9C5C5	IPI00539640
Q9C5C5	IPI00543484
Q9C5C8	IPI00516467
Q9C5C8	IPI00846401
Q9C5D0	IPI00529341
Q9C5D2	IPI00544862
Q9C5D6	IPI00532560
Q9C5D6	IPI00533287
Q9C5D7	IPI00530186
Q9C5E5	IPI00530396
Q9C5E7	IPI00518278
Q9C5E7	IPI00520481
Q9C5E7	IPI00656838
Q9C5E7	IPI00972816
Q9C5G0	IPI00535117
Q9C5G0	IPI00846693
Q9C5G5	IPI00529497
Q9C5G5	IPI00548564
Q9C5H4	IPI00536983
Q9C5H6	IPI00531682
Q9C5H6	IPI00547018
Q9C5I1	IPI00524775
Q9C5I3	IPI00529285
Q9C5J4	IPI00546176
Q9C5J6	IPI00526734
Q9C5J6	IPI00548283
Q9C5J7	IPI00533425
Q9C5J8	IPI00540445
Q9C5J9	IPI00544164
Q9C5K7	IPI00528186
Q9C5K7	IPI00545557
Q9C5K8	IPI00543677
Q9C5L3	IPI00539535
Q9C5M0	IPI00545483
Q9C5M3	IPI00524096
Q9C5M8	IPI00528088
Q9C5N8	IPI00520088
Q9C5N8	IPI00523523
Q9C5P0	IPI00524236
Q9C5P1	IPI00542064
Q9C5P4	IPI00533947
Q9C5P6	IPI00522070
Q9C5P7	IPI00527087
Q9C5P7	IPI00923723
Q9C5P7	IPI00923751
Q9C5Q2	IPI00533682
Q9C5Q8	IPI00547908
Q9C5Q9	IPI00536811
Q9C5R8	IPI00539263
Q9C5S0	IPI00527935
Q9C5S1	IPI00535064
Q9C5S2	IPI00526423
Q9C5S8	IPI00540704
Q9C5S8	IPI00545048
Q9C5S9	IPI00518912
Q9C5S9	IPI00547321
Q9C5T3	IPI00535718
Q9C5T4	IPI00548133
Q9C5U0	IPI00521925
Q9C5U0	IPI00548080
Q9C5U1	IPI00547084
Q9C5U2	IPI00520698
Q9C5U3	IPI00542662
Q9C5U8	IPI00536632
Q9C5U8	IPI00549107
Q9C5V5	IPI00537052
Q9C5V6	IPI00517797
Q9C5W3	IPI00542614
Q9C5W6	IPI00532372
Q9C5W7	IPI00522211
Q9C5W9	IPI00524053
Q9C5X0	IPI00539053
Q9C5X2	IPI00534933
Q9C5X3	IPI00525336
Q9C5X4	IPI00533422
Q9C5X4	IPI00759265
Q9C5X8	IPI00520223
Q9C5X9	IPI00537495
Q9C5X9	IPI01018437
Q9C5Y0	IPI00520107
Q9C5Y0	IPI00541650
Q9C5Y2	IPI00542131
Q9C5Y4	IPI00534765
Q9C5Z1	IPI00521820
Q9C5Z2	IPI00526917
Q9C615	IPI00542306
Q9C616	IPI00539948
Q9C626	IPI00536629
Q9C627	IPI00538954
Q9C629	IPI00547092
Q9C633	IPI00539277
Q9C635	IPI00526225
Q9C638	IPI00538307
Q9C641	IPI00549153
Q9C646	IPI00524749
Q9C648	IPI00530896
Q9C652	IPI00548887
Q9C653	IPI00544126
Q9C654	IPI00522396
Q9C658	IPI00527176
Q9C658	IPI00541882
Q9C658	IPI00938561
Q9C660	IPI00525927
Q9C667	IPI00524463
Q9C670	IPI00529982
Q9C670	IPI00547855
Q9C671	IPI00522907
Q9C680	IPI00533770
Q9C681	IPI00517249
Q9C682	IPI00527986
Q9C688	IPI00548594
Q9C689	IPI00548182
Q9C690	IPI00519239
Q9C691	IPI00537769
Q9C691	IPI01020154
Q9C698	IPI00530452
Q9C6A9	IPI00518884
Q9C6B2	IPI00525817
Q9C6B3	IPI00544889
Q9C6B8	IPI00533478
Q9C6B9	IPI00521875
Q9C6B9	IPI00526084
Q9C6C3	IPI00523065
Q9C6C8	IPI00540137
Q9C6D2	IPI00544339
Q9C6F7	IPI00548285
Q9C6G2	IPI00537169
Q9C6H2	IPI00534268
Q9C6H3	IPI00541847
Q9C6H4	IPI00537706
Q9C6H4	IPI00759372
Q9C6H5	IPI00544762
Q9C6I2	IPI00518408
Q9C6I4	IPI00519781
Q9C6I6	IPI00542927
Q9C6I8	IPI00535306
Q9C6J2	IPI00517743
Q9C6J3	IPI00537403
Q9C6L1	IPI00539828
Q9C6L5	IPI00546315
Q9C6L8	IPI00522499
Q9C6M1	IPI00526869
Q9C6M2	IPI00539228
Q9C6M5	IPI00518546
Q9C6M9	IPI00532627
Q9C6N2	IPI00542117
Q9C6P3	IPI00532084
Q9C6P5	IPI00527323
Q9C6R9	IPI00537190
Q9C6S1	IPI00528747
Q9C6S2	IPI00518822
Q9C6S4	IPI00523193
Q9C6S5	IPI00538923
Q9C6S6	IPI00547747
Q9C6S7	IPI00530606
Q9C6T0	IPI00519511
Q9C6T2	IPI00541310
Q9C6V3	IPI00523646
Q9C6V4	IPI00520679
Q9C6W4	IPI01019593
Q9C6W5	IPI00530441
Q9C6W6	IPI00534698
Q9C6W6	IPI01020178
Q9C6W9	IPI00541430
Q9C6X0	IPI00538741
Q9C6X2	IPI00537700
Q9C6X9	IPI00528705
Q9C6Y3	IPI00546139
Q9C6Z0	IPI00528944
Q9C6Z1	IPI00530821
Q9C6Z2	IPI00540816
Q9C6Z3	IPI00533851
Q9C701	IPI00527088
Q9C707	IPI00529158
Q9C717	IPI00518309
Q9C717	IPI00529305
Q9C718	IPI00528901
Q9C723	IPI00547251
Q9C725	IPI00517872
Q9C733	IPI00533504
Q9C744	IPI00537735
Q9C748	IPI00523884
Q9C757	IPI00526919
Q9C758	IPI00517145
Q9C774	IPI00536063
Q9C777	IPI00532706
Q9C778	IPI00517683
Q9C778	IPI00524166
Q9C778	IPI00938643
Q9C793	IPI00543975
Q9C7A2	IPI00547781
Q9C7A8	IPI00544971
Q9C7B1	IPI00547625
Q9C7C1	IPI00524254
Q9C7C3	IPI00526274
Q9C7D2	IPI00520154
Q9C7D3	IPI00518606
Q9C7D4	IPI00527563
Q9C7D6	IPI00537361
Q9C7D7	IPI00530641
Q9C7E8	IPI00538865
Q9C7E9	IPI00537933
Q9C7F1	IPI00517857
Q9C7F1	IPI01019496
Q9C7F2	IPI00531075
Q9C7F5	IPI00544409
Q9C7F7	IPI00536804
Q9C7F8	IPI00547420
Q9C7G0	IPI00523264
Q9C7G1	IPI00517206
Q9C7G4	IPI00548155
Q9C7I1	IPI00547066
Q9C7I3	IPI00547734
Q9C7I7	IPI00525868
Q9C7I9	IPI00656906
Q9C7J9	IPI00521300
Q9C7K0	IPI00516349
Q9C7M1	IPI00533703
Q9C7N2	IPI00535679
Q9C7N4	IPI00532786
Q9C7N5	IPI00529921
Q9C7P1	IPI00541575
Q9C7P1	IPI01019843
Q9C7P2	IPI00525203
Q9C7P4	IPI00519526
Q9C7P6	IPI00537115
Q9C7R6	IPI00523315
Q9C7S0	IPI00525754
Q9C7S1	IPI00525611
Q9C7S5	IPI00543488
Q9C7S7	IPI00524933
Q9C7T4	IPI00538709
Q9C7U1	IPI00537125
Q9C7U5	IPI00525275
Q9C7V5	IPI00517625
Q9C7W2	IPI00537541
Q9C7W4	IPI00519438
Q9C7W7	IPI00530271
Q9C7W7	IPI00537209
Q9C7X5	IPI00540066
Q9C7X7	IPI00526611
Q9C7X8	IPI00541879
Q9C7Z1	IPI00524595
Q9C7Z9	IPI00521000
Q9C7Z9	IPI01020472
Q9C800	IPI00520348
Q9C801	IPI00516556
Q9C809	IPI00534656
Q9C810	IPI00526946
Q9C820	IPI00528726
Q9C821	IPI00533735
Q9C823	IPI00537540
Q9C826	IPI00534478
Q9C827	IPI00541368
Q9C857	IPI00526419
Q9C857	IPI00657325
Q9C866	IPI00518213
Q9C878	IPI00522754
Q9C882	IPI00533549
Q9C882	IPI00535646
Q9C882	IPI00992331
Q9C884	IPI00535479
Q9C888	IPI00525972
Q9C889	IPI00522759
Q9C891	IPI00548801
Q9C895	IPI00541748
Q9C895	IPI00891911
Q9C899	IPI00522438
Q9C8A4	IPI00549151
Q9C8B8	IPI00527834
Q9C8B8	IPI01019277
Q9C8D1	IPI00524256
Q9C8D4	IPI00520970
Q9C8D6	IPI00533320
Q9C8E1	IPI00535924
Q9C8E3	IPI00524924
Q9C8E7	IPI00548873
Q9C8F1	IPI00524003
Q9C8F7	IPI00524861
Q9C8G4	IPI00543154
Q9C8G9	IPI00519163
Q9C8H0	IPI00531700
Q9C8H0	IPI01020208
Q9C8H1	IPI00535365
Q9C8J1	IPI00529522
Q9C8J2	IPI00522725
Q9C8J4	IPI00536058
Q9C8J6	IPI00548002
Q9C8J8	IPI00516931
Q9C8K0	IPI00527313
Q9C8K1	IPI00536786
Q9C8K2	IPI00533997
Q9C8K7	IPI00527883
Q9C8L2	IPI00531223
Q9C8L4	IPI00529494
Q9C8L6	IPI00529402
Q9C8M1	IPI00535396
Q9C8M2	IPI00531785
Q9C8M2	IPI00891241
Q9C8M3	IPI00531999
Q9C8M4	IPI00542843
Q9C8M9	IPI00531931
Q9C8N5	IPI00542277
Q9C8N7	IPI00545778
Q9C8N9	IPI00539451
Q9C8P7	IPI00532594
Q9C8P8	IPI00538359
Q9C8S6	IPI00525156
Q9C8S9	IPI00538833
Q9C8T1	IPI00538098
Q9C8T7	IPI00541918
Q9C8T8	IPI00520515
Q9C8T8	IPI01020364
Q9C8T9	IPI00516706
Q9C8U0	IPI00534673
Q9C8U9	IPI00517956
Q9C8V8	IPI00537752
Q9C8W3	IPI00542520
Q9C8X2	IPI00542223
Q9C8X7	IPI00545915
Q9C8Y1	IPI00535484
Q9C8Y3	IPI00518407
Q9C8Y5	IPI00535573
Q9C8Y6	IPI00543491
Q9C8Y7	IPI00543207
Q9C8Y8	IPI00520217
Q9C8Y9	IPI00529866
Q9C8Y9	IPI00954376
Q9C8Z4	IPI01020074
Q9C8Z9	IPI00538343
Q9C909	IPI00516639
Q9C912	IPI00520606
Q9C919	IPI00532955
Q9C920	IPI00529090
Q9C927	IPI00539319
Q9C927	IPI00929936
Q9C932	IPI00516327
Q9C942	IPI00526492
Q9C944	IPI00540871
Q9C947	IPI00530751
Q9C948	IPI00524061
Q9C952	IPI00533462
Q9C955	IPI00543429
Q9C958	IPI00531423
Q9C966	IPI00525123
Q9C968	IPI00544474
Q9C971	IPI00519408
Q9C977	IPI00516279
Q9C983	IPI00525664
Q9C991	IPI00546735
Q9C992	IPI00537196
Q9C995	IPI00531448
Q9C996	IPI00535464
Q9C9A2	IPI00526635
Q9C9A6	IPI00534706
Q9C9A9	IPI00516267
Q9C9B0	IPI00519286
Q9C9B2	IPI00528038
Q9C9C0	IPI00538755
Q9C9C4	IPI00517374
Q9C9C5	IPI00543748
Q9C9C6	IPI00539595
Q9C9C8	IPI00521218
Q9C9C9	IPI00523207
Q9C9D0	IPI00539062
Q9C9E3	IPI00547089
Q9C9F0	IPI00536652
Q9C9F4	IPI00522806
Q9C9F5	IPI00524596
Q9C9F5	IPI00846853
Q9C9F6	IPI00522591
Q9C9F6	IPI01020037
Q9C9G2	IPI00521025
Q9C9G4	IPI00543025
Q9C9G6	IPI00547364
Q9C9H5	IPI00526368
Q9C9H7	IPI00528712
Q9C9H9	IPI00539447
Q9C9I2	IPI00540458
Q9C9I3	IPI00530903
Q9C9I6	IPI00531417
Q9C9I6	IPI00896803
Q9C9I8	IPI00535805
Q9C9J0	IPI00528500
Q9C9K2	IPI00532105
Q9C9K3	IPI00538921
Q9C9L0	IPI00529547
Q9C9L2	IPI00532876
Q9C9L4	IPI00548070
Q9C9L4	IPI00891017
Q9C9L5	IPI00540749
Q9C9M0	IPI00541249
Q9C9M6	IPI00532512
Q9C9M7	IPI00519212
Q9C9M9	IPI00542563
Q9C9N3	IPI00526106
Q9C9N5	IPI00533177
Q9C9N6	IPI00523427
Q9C9P4	IPI00525573
Q9C9Q4	IPI00539744
Q9C9Q8	IPI00519241
Q9C9R3	IPI00524983
Q9C9R4	IPI00547986
Q9C9R6	IPI00517199
Q9C9S2	IPI00533618
Q9C9S4	IPI00541257
Q9C9T3	IPI00528261
Q9C9U0	IPI00542023
Q9C9U2	IPI00547478
Q9C9U3	IPI00545595
Q9C9U3	IPI00992585
Q9C9U4	IPI00521183
Q9C9U4	IPI00786155
Q9C9U7	IPI00532426
Q9C9U8	IPI00535041
Q9C9V0	IPI00544548
Q9C9V6	IPI00518683
Q9C9W0	IPI00536214
Q9C9W3	IPI00534059
Q9C9W4	IPI00531589
Q9C9W5	IPI00523994
Q9C9W5	IPI00992683
Q9C9W9	IPI00537296
Q9C9X0	IPI00543818
Q9C9X3	IPI00532119
Q9C9X5	IPI00521237
Q9C9X6	IPI00541063
Q9C9X9	IPI00543820
Q9C9Y4	IPI00524329
Q9C9Y6	IPI00531019
Q9C9Y7	IPI00535674
Q9C9Y8	IPI00527202
Q9C9Z0	IPI00528720
Q9C9Z1	IPI00519543
Q9C9Z1	IPI00544774
Q9C9Z5	IPI00533229
Q9C9Z7	IPI00535208
Q9C9Z8	IPI00548340
Q9CA02	IPI00526723
Q9CA02	IPI01020475
Q9CA04	IPI00548746
Q9CA19	IPI00540022
Q9CA23	IPI00522013
Q9CA25	IPI00529876
Q9CA27	IPI00525788
Q9CA28	IPI00530633
Q9CA30	IPI00531145
Q9CA40	IPI00535071
Q9CA54	IPI00540769
Q9CA56	IPI00548519
Q9CA57	IPI00542181
Q9CA58	IPI00523389
Q9CA59	IPI00527281
Q9CA59	IPI00657031
Q9CA59	IPI00846904
Q9CA60	IPI00531201
Q9CA61	IPI00527839
Q9CA63	IPI00548270
Q9CA64	IPI00516834
Q9CA66	IPI00546451
Q9CA67	IPI00517438
Q9CA68	IPI00525221
Q9CA71	IPI00522933
Q9CA73	IPI00531357
Q9CA75	IPI00533936
Q9CA83	IPI00519018
Q9CA83	IPI00535518
Q9CA86	IPI00540326
Q9CA89	IPI00519583
Q9CA90	IPI00546083
Q9CA90	IPI00991376
Q9CA93	IPI00524757
Q9CAA0	IPI00543520
Q9CAA4	IPI00519398
Q9CAA5	IPI00521041
Q9CAA7	IPI00530180
Q9CAA8	IPI00528975
Q9CAA9	IPI00536565
Q9CAA9	IPI00545990
Q9CAB6	IPI00531009
Q9CAB7	IPI00528111
Q9CAB8	IPI00538038
Q9CAC1	IPI00543752
Q9CAC7	IPI00522035
Q9CAC7	IPI01020024
Q9CAD0	IPI00545374
Q9CAD5	IPI00535780
Q9CAD6	IPI00546197
Q9CAE3	IPI00520171
Q9CAE7	IPI00538286
Q9CAE9	IPI00516695
Q9CAF2	IPI00542208
Q9CAF5	IPI00544160
Q9CAF6	IPI00544444
Q9CAF9	IPI00516398
Q9CAG3	IPI00532662
Q9CAG5	IPI00538541
Q9CAG8	IPI00519699
Q9CAH1	IPI00536571
Q9CAH5	IPI00518271
Q9CAI1	IPI00655422
Q9CAI1	IPI01027876
Q9CAI3	IPI00547961
Q9CAI7	IPI00526542
Q9CAJ0	IPI00538917
Q9CAJ0	IPI00846864
Q9CAJ9	IPI00527328
Q9CAK8	IPI00517334
Q9CAK8	IPI00535363
Q9CAL2	IPI00545892
Q9CAL3	IPI00526901
Q9CAL8	IPI00528991
Q9CAM7	IPI00535046
Q9CAM8	IPI00539871
Q9CAN0	IPI00517647
Q9CAN3	IPI00520577
Q9CAN4	IPI00528013
Q9CAN5	IPI00532406
Q9CAN6	IPI00533927
Q9CAN6	IPI00896804
Q9CAN9	IPI00546976
Q9CAP3	IPI00549059
Q9CAP4	IPI00519885
Q9CAP8	IPI00540420
Q9CAP9	IPI00544703
Q9CAP9	IPI00547665
Q9CAQ2	IPI00524037
Q9CAQ8	IPI00521569
Q9CAR3	IPI00540760
Q9CAR3	IPI00846586
Q9CAR4	IPI00547965
Q9CAR5	IPI00534952
Q9CAR7	IPI00528838
Q9CAR9	IPI00545693
Q9CAS1	IPI00537045
Q9CAS6	IPI00541794
Q9CAT6	IPI00542288
Q9CAU0	IPI00536713
Q9CAU0	IPI01018455
Q9CAU1	IPI00538835
Q9CAU2	IPI00518224
Q9CAU2	IPI01020463
Q9CAU3	IPI00547587
Q9CAU4	IPI00523736
Q9CAU7	IPI00538105
Q9CAV0	IPI00520872
Q9CAV6	IPI00535122
Q9CAX3	IPI00534714
Q9CAX6	IPI00532008
Q9CAX8	IPI00546032
Q9CAY1	IPI00530970
Q9CAY3	IPI00517423
Q9CAZ0	IPI00523830
Q9CAZ0	IPI00529980
Q9CAZ7	IPI00534403
Q9CB01	IPI00525135
Q9CB01	IPI00846477
Q9CPN8	IPI00331315
Q9CPP0	IPI00131725
Q9CPP6	IPI00331332
Q9CPP7	IPI00131735
Q9CPQ1	IPI00131771
Q9CPQ3	IPI00315135
Q9CPQ5	IPI00131783
Q9CPQ5	IPI00788447
Q9CPQ8	IPI00133342
Q9CPR1	IPI00131834
Q9CPR4	IPI00453768
Q9CPR5	IPI00131732
Q9CPR5	IPI00798614
Q9CPR7	IPI00461173
Q9CPR8	IPI00131850
Q9CPS6	IPI00131903
Q9CPS7	IPI00131909
Q9CPS8	IPI00131912
Q9CPT0	IPI00131948
Q9CPT3	IPI00131952
Q9CPT4	IPI00131954
Q9CPT5	IPI00458704
Q9CPU0	IPI00321734
Q9CPU2	IPI00131994
Q9CPU4	IPI00132002
Q9CPU7	IPI00132012
Q9CPU9	IPI00132018
Q9CPV0	IPI00112175
Q9CPV0	IPI00132037
Q9CPV1	IPI00315256
Q9CPV2	IPI00132044
Q9CPV3	IPI00132047
Q9CPV4	IPI00110721
Q9CPV4	IPI00112630
Q9CPV4	IPI00831130
Q9CPV5	IPI00125381
Q9CPV5	IPI00623557
Q9CPV7	IPI00132057
Q9CPV7	IPI00230147
Q9CPV7	IPI00230148
Q9CPV7	IPI00653066
Q9CPV9	IPI00132061
Q9CPW0	IPI00420554
Q9CPW0	IPI00467267
Q9CPW2	IPI00132087
Q9CPW2	IPI00889305
Q9CPW3	IPI00132091
Q9CPW4	IPI00399943
Q9CPW5	IPI00467180
Q9CPW7	IPI00132099
Q9CPW9	IPI00132105
Q9CPW9	IPI00881819
Q9CPX3	IPI00132136
Q9CPX5	IPI00230106
Q9CPX5	IPI00269245
Q9CPX5	IPI00322676
Q9CPX6	IPI00132142
Q9CPX7	IPI00132147
